County,Year,Variable,Value,CI_Low,CI_High
Chattahoochee,2021,Injury Death Rate,44.260843907,28.358757847,65.856627312
Cherokee,2021,% Children in Poverty,8.3,5.4404255319,11.159574468
Pickens,2021,ER Visit Rate-All Other Unintentional Injury,3600.4,N/A,N/A
Catoosa,2021,Suicide Rate (Age-Adjusted),18.078949007,13.796142694,23.271191043
Cherokee,2021,Injury Death Rate,56.458204774,52.272731742,60.643677807
Cherokee,2021,Drug Overdose Mortality Rate,15.779196444,12.955939979,18.60245291
Monroe,2021,ER Visit Rate-All Other Unintentional Injury,3033.6,N/A,N/A
Cherokee,2021,% Excessive Drinking,19.440485129,18.622367565,20.247405707
Cherokee,2021,Median Household Income,88635.0,80531.680851,96738.319149
Clarke,2021,Average Number of Physically Unhealthy Days,4.4728410143,4.1310331499,4.8483350084
Chattooga,2021,Median Household Income,41561.0,36159.978723,46962.021277
Catoosa,2021,% Unemployed,2.9805770206,N/A,N/A
Chattahoochee,2021,ER Visit Rate-All Other Unintentional Injury,1458.9,N/A,N/A
Chattooga,2021,% Children in Poverty,22.8,15.531914894,30.068085106
Chattahoochee,2021,Preventable Hospitalization Rate,2209.0,N/A,N/A
Brantley,2021,ER Visit Rate-All Other Unintentional Injury,3093.8,N/A,N/A
Chattahoochee,2021,% Children in Poverty,23.5,15.993617021,31.006382979
Wayne,2021,ER Visit Rate-Falls,2659.6,N/A,N/A
Cherokee,2021,Suicide Rate (Age-Adjusted),15.436464147,13.230645113,17.642283181
Dougherty,2021,ER Visit Rate-All Other Unintentional Injury,1882.3,N/A,N/A
Butts,2021,Preventable Hospitalization Rate,4600.0,N/A,N/A
Butts,2021,% Unemployed,3.3528918692,N/A,N/A
Catoosa,2021,Teen Birth Rate,27.604130084,24.874939517,30.33332065
Calhoun,2021,Drug Overdose Mortality Rate,N/A,N/A,N/A
Calhoun,2021,Teen Birth Rate,38.878842676,28.136811222,52.369545941
Cherokee,2021,Preventable Hospitalization Rate,3879.0,N/A,N/A
Carroll,2021,% Unemployed,3.4142365513,N/A,N/A
Butts,2021,% Children in Poverty,21.0,12.89787234,29.10212766
Carroll,2021,Median Household Income,59193.0,53310.617021,65075.382979
Carroll,2021,Average Number of Physically Unhealthy Days,4.4443775645,4.0910136158,4.8363462608
Camden,2021,% Children in Poverty,20.3,15.534042553,25.065957447
Carroll,2021,% Adults with Obesity,36.1,29.6,43.3
Carroll,2021,% Excessive Drinking,16.651834155,15.82333026,17.463781652
Carroll,2021,Teen Birth Rate,27.720253239,25.945314087,29.495192392
Carroll,2021,% Uninsured,15.20123776,13.533152653,16.869322866
Carroll,2021,Preventable Hospitalization Rate,4397.0,N/A,N/A
Butts,2021,Injury Death Rate,108.62535034,90.023694125,127.22700655
Carroll,2021,Drug Overdose Mortality Rate,23.319519562,18.573867162,28.908053044
Camden,2021,Preventable Hospitalization Rate,4739.0,N/A,N/A
Catoosa,2021,Average Number of Mentally Unhealthy Days,4.3918721526,3.9927384502,4.80159188
Columbia,2021,ER Visit Rate-All Other Unintentional Injury,1595.5,N/A,N/A
Calhoun,2021,Median Household Income,34960.0,30015.319149,39904.680851
Pike,2021,ER Visit Rate-All Other Unintentional Injury,2413.1,N/A,N/A
Whitfield,2021,ER Visit Rate-Falls,1729.7,N/A,N/A
Houston,2021,ER Visit Rate-Falls,1504.5,N/A,N/A
Bacon,2021,Death Rate-All Opioids,45.1,N/A,N/A
Baker,2021,Death Rate-All Opioids,N/A,N/A,N/A
Baldwin,2021,Death Rate-All Opioids,N/A,N/A,N/A
Banks,2021,Death Rate-All Opioids,26.9,N/A,N/A
Tift,2021,Percent of Deaths by Cause-All Opioids,2.1,N/A,N/A
Clarke,2021,Death Rate-All Opioids,14.8,N/A,N/A
Towns,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Clayton,2021,Death Rate-All Opioids,12.1,N/A,N/A
Troup,2021,Percent of Deaths by Cause-All Opioids,1.2,N/A,N/A
Cobb,2021,Death Rate-All Opioids,16.0,N/A,N/A
Colquitt,2021,Death Rate-All Opioids,N/A,N/A,N/A
Columbia,2021,Death Rate-All Opioids,11.3,N/A,N/A
Cook,2021,Death Rate-All Opioids,N/A,N/A,N/A
Coweta,2021,Death Rate-All Opioids,16.7,N/A,N/A
Taylor,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Crawford,2021,Death Rate-All Opioids,N/A,N/A,N/A
Thomas,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Whitfield,2021,Percent of Deaths by Cause-All Opioids,1.5,N/A,N/A
Coffee,2021,Death Rate-All Opioids,N/A,N/A,N/A
Treutlen,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Hall,2021,ER Visit Rate-Falls,1611.6,N/A,N/A
Clinch,2021,Death Rate-All Opioids,0.0,N/A,N/A
Appling,2021,Death Rate-All Opioids,N/A,N/A,N/A
Atkinson,2021,Death Rate-All Opioids,N/A,N/A,N/A
White,2021,Percent of Deaths by Cause-All Opioids,1.8,N/A,N/A
Union,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Telfair,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Twiggs,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Clay,2021,Death Rate-All Opioids,0.0,N/A,N/A
Seminole,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Stephens,2021,Percent of Deaths by Cause-All Opioids,1.2,N/A,N/A
Stewart,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Sumter,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Talbot,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Taliaferro,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Tattnall,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Turner,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Terrell,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Spalding,2021,Percent of Deaths by Cause-All Opioids,1.3,N/A,N/A
Glynn,2021,ER Visit Rate-Falls,1711.1,N/A,N/A
Toombs,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Wilkes,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Worth,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Crisp,2021,Death Rate-All Opioids,N/A,N/A,N/A
Cherokee,2021,Death Rate-All Opioids,14.2,N/A,N/A
Gilmer,2021,Percent of Deaths by Cause-All Opioids,1.2,N/A,N/A
Glascock,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Glynn,2021,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Gordon,2021,Percent of Deaths by Cause-All Opioids,0.8,N/A,N/A
Charlton,2021,Death Rate-All Opioids,39.2,N/A,N/A
Grady,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Schley,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Gwinnett,2021,Percent of Deaths by Cause-All Opioids,2.2,N/A,N/A
Richmond,2021,Percent of Deaths by Cause-All Opioids,2.1,N/A,N/A
Hall,2021,Percent of Deaths by Cause-All Opioids,1.5,N/A,N/A
Haralson,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Harris,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Bryan,2021,Injury Death Rate (White),74.800771023,60.424525667,89.177016379
Hart,2021,Percent of Deaths by Cause-All Opioids,1.4,N/A,N/A
Bibb,2021,Firearm Fatalities Rate,23.11921285,19.713229806,26.525195893
Catoosa,2021,Death Rate-All Opioids,13.2,N/A,N/A
Brooks,2021,Motor Vehicle Mortality Rate,21.13271344,13.396327536,31.709446226
Chattahoochee,2021,Death Rate-All Opioids,N/A,N/A,N/A
Hancock,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Rockdale,2021,Percent of Deaths by Cause-All Opioids,2.4,N/A,N/A
DeKalb,2021,Death Rate-All Opioids,16.2,N/A,N/A
Habersham,2021,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Screven,2021,Percent of Deaths by Cause-All Opioids,2.4,N/A,N/A
Chattooga,2021,Death Rate-All Opioids,20.1,N/A,N/A
Chatham,2021,Death Rate-All Opioids,18.9,N/A,N/A
Barrow,2021,Death Rate-All Opioids,19.6,N/A,N/A
Bartow,2021,Death Rate-All Opioids,30.7,N/A,N/A
Berrien,2021,Death Rate-All Opioids,38.6,N/A,N/A
Bibb,2021,Death Rate-All Opioids,15.9,N/A,N/A
Bleckley,2021,Death Rate-All Opioids,0.0,N/A,N/A
Brantley,2021,Death Rate-All Opioids,27.6,N/A,N/A
Brooks,2021,Death Rate-All Opioids,N/A,N/A,N/A
Bryan,2021,Death Rate-All Opioids,14.9,N/A,N/A
Bulloch,2021,Death Rate-All Opioids,N/A,N/A,N/A
Butts,2021,Death Rate-All Opioids,38.8,N/A,N/A
Calhoun,2021,Death Rate-All Opioids,0.0,N/A,N/A
Candler,2021,Death Rate-All Opioids,N/A,N/A,N/A
Wheeler,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Greene,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Wilcox,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Dawson,2021,Death Rate-All Opioids,N/A,N/A,N/A
Dodge,2021,Death Rate-All Opioids,N/A,N/A,N/A
Wilkinson,2021,Percent of Deaths by Cause-All Opioids,2.8,N/A,N/A
Decatur,2021,Death Rate-All Opioids,N/A,N/A,N/A
Dade,2021,Death Rate-All Opioids,36.8,N/A,N/A
McDuffie,2021,ER Visit Rate-Falls,2362.1,N/A,N/A
Lamar,2021,ER Visit Rate-Falls,2248.4,N/A,N/A
Jones,2021,ER Visit Rate-Falls,1640.8,N/A,N/A
Rabun,2021,ER Visit Rate-Falls,3487.4,N/A,N/A
Schley,2021,ER Visit Rate-Falls,1630.2,N/A,N/A
Lee,2021,ER Visit Rate-Falls,1017.6,N/A,N/A
Washington,2021,ER Visit Rate-Falls,1905.5,N/A,N/A
Franklin,2021,ER Visit Rate-All Other Unintentional Injury,3489.6,N/A,N/A
Lumpkin,2021,ER Visit Rate-Falls,2290.1,N/A,N/A
Long,2021,ER Visit Rate-All Other Unintentional Injury,2641.1,N/A,N/A
Douglas,2021,ER Visit Rate-Falls,1619.9,N/A,N/A
Bartow,2021,ER Visit Rate-Falls,2072.3,N/A,N/A
Randolph,2021,ER Visit Rate-Falls,922.5,N/A,N/A
Gordon,2021,ER Visit Rate-All Other Unintentional Injury,3187.0,N/A,N/A
Gwinnett,2021,ER Visit Rate-All Other Unintentional Injury,1353.1,N/A,N/A
Irwin,2021,ER Visit Rate-Falls,2266.6,N/A,N/A
Hall,2021,ER Visit Rate-All Other Unintentional Injury,2163.8,N/A,N/A
Henry,2021,ER Visit Rate-All Other Unintentional Injury,1593.2,N/A,N/A
Spalding,2021,ER Visit Rate-Falls,2182.3,N/A,N/A
Long,2021,ER Visit Rate-Falls,1585.8,N/A,N/A
Lincoln,2021,ER Visit Rate-Falls,2077.7,N/A,N/A
Laurens,2021,ER Visit Rate-Falls,2319.0,N/A,N/A
Liberty,2021,ER Visit Rate-Falls,1229.6,N/A,N/A
Lowndes,2021,ER Visit Rate-Falls,1495.7,N/A,N/A
Muscogee,2021,ER Visit Rate-Falls,1773.2,N/A,N/A
Gordon,2021,ER Visit Rate-Falls,2671.8,N/A,N/A
Newton,2021,ER Visit Rate-Falls,1719.9,N/A,N/A
Richmond,2021,ER Visit Rate-Falls,1349.7,N/A,N/A
Henry,2021,ER Visit Rate-Falls,902.8,N/A,N/A
Rockdale,2021,ER Visit Rate-Falls,1344.6,N/A,N/A
Bulloch,2021,ER Visit Rate-All Other Unintentional Injury,2920.8,N/A,N/A
Walton,2021,ER Visit Rate-All Other Unintentional Injury,3329.9,N/A,N/A
Bartow,2021,ER Visit Rate-All Other Unintentional Injury,3062.9,N/A,N/A
Jasper,2021,ER Visit Rate-Falls,2559.2,N/A,N/A
White,2021,ER Visit Rate-Falls,2021.7,N/A,N/A
Paulding,2021,ER Visit Rate-Falls,1591.1,N/A,N/A
Warren,2021,ER Visit Rate-Falls,2461.8,N/A,N/A
Johnson,2021,ER Visit Rate-Falls,2019.7,N/A,N/A
Walker,2021,ER Visit Rate-All Other Unintentional Injury,2066.9,N/A,N/A
Macon,2021,ER Visit Rate-Falls,1657.8,N/A,N/A
Lanier,2021,ER Visit Rate-Falls,2856.6,N/A,N/A
Floyd,2021,ER Visit Rate-All Other Unintentional Injury,3109.2,N/A,N/A
Houston,2021,ER Visit Rate-All Other Unintentional Injury,1891.2,N/A,N/A
Liberty,2021,ER Visit Rate-All Other Unintentional Injury,2060.5,N/A,N/A
Lowndes,2021,ER Visit Rate-All Other Unintentional Injury,2807.8,N/A,N/A
Jenkins,2021,ER Visit Rate-All Other Unintentional Injury,4549.1,N/A,N/A
Johnson,2021,ER Visit Rate-All Other Unintentional Injury,3438.9,N/A,N/A
Jones,2021,ER Visit Rate-All Other Unintentional Injury,2640.8,N/A,N/A
Lamar,2021,ER Visit Rate-All Other Unintentional Injury,2971.7,N/A,N/A
Lanier,2021,ER Visit Rate-All Other Unintentional Injury,7207.0,N/A,N/A
Laurens,2021,ER Visit Rate-All Other Unintentional Injury,4194.0,N/A,N/A
McDuffie,2021,ER Visit Rate-All Other Unintentional Injury,3929.2,N/A,N/A
McIntosh,2021,ER Visit Rate-All Other Unintentional Injury,1959.9,N/A,N/A
Gilmer,2021,ER Visit Rate-All Other Unintentional Injury,4043.6,N/A,N/A
Walker,2021,Percent of Deaths by Cause-All Opioids,1.7,N/A,N/A
Walton,2021,Percent of Deaths by Cause-All Opioids,1.3,N/A,N/A
Ware,2021,Percent of Deaths by Cause-All Opioids,0.9,N/A,N/A
Warren,2021,Percent of Deaths by Cause-All Opioids,0.0,N/A,N/A
Washington,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Wayne,2021,Percent of Deaths by Cause-All Opioids,1.2,N/A,N/A
Douglas,2021,ER Visit Rate-All Other Unintentional Injury,2772.7,N/A,N/A
Clayton,2021,ER Visit Rate-All Other Unintentional Injury,2129.2,N/A,N/A
Gwinnett,2021,ER Visit Rate-Falls,877.8,N/A,N/A
Cobb,2021,ER Visit Rate-All Other Unintentional Injury,1398.7,N/A,N/A
Jefferson,2021,ER Visit Rate-All Other Unintentional Injury,3703.9,N/A,N/A
Floyd,2021,ER Visit Rate-Falls,2264.8,N/A,N/A
Jasper,2021,ER Visit Rate-All Other Unintentional Injury,3711.2,N/A,N/A
Lee,2021,ER Visit Rate-All Other Unintentional Injury,1227.1,N/A,N/A
Muscogee,2021,ER Visit Rate-All Other Unintentional Injury,3090.2,N/A,N/A
Newton,2021,ER Visit Rate-All Other Unintentional Injury,3051.4,N/A,N/A
Paulding,2021,ER Visit Rate-All Other Unintentional Injury,2662.0,N/A,N/A
Richmond,2021,ER Visit Rate-All Other Unintentional Injury,2716.9,N/A,N/A
Rockdale,2021,ER Visit Rate-All Other Unintentional Injury,2622.2,N/A,N/A
Jackson,2021,ER Visit Rate-All Other Unintentional Injury,2507.3,N/A,N/A
Fayette,2021,ER Visit Rate-All Other Unintentional Injury,1507.0,N/A,N/A
Lincoln,2021,ER Visit Rate-All Other Unintentional Injury,2581.0,N/A,N/A
Fulton,2021,ER Visit Rate-Falls,978.0,N/A,N/A
Jackson,2021,ER Visit Rate-Falls,1670.3,N/A,N/A
Irwin,2021,ER Visit Rate-All Other Unintentional Injury,2484.9,N/A,N/A
Forsyth,2021,ER Visit Rate-Falls,1058.8,N/A,N/A
Pierce,2021,ER Visit Rate-All Other Unintentional Injury,4250.1,N/A,N/A
Habersham,2021,ER Visit Rate-All Other Unintentional Injury,3014.5,N/A,N/A
Haralson,2021,ER Visit Rate-All Other Unintentional Injury,3336.4,N/A,N/A
Webster,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Hart,2021,ER Visit Rate-All Other Unintentional Injury,2593.8,N/A,N/A
Harris,2021,ER Visit Rate-All Other Unintentional Injury,2181.0,N/A,N/A
Upson,2021,Percent of Deaths by Cause-All Opioids,N/A,N/A,N/A
Heard,2021,ER Visit Rate-All Other Unintentional Injury,2749.7,N/A,N/A
Cherokee,2021,Teen Birth Rate,11.420651907,10.543335055,12.297968759
DeKalb,2021,ER Visit Rate-All Other Unintentional Injury,1235.8,N/A,N/A
Clarke,2021,ER Visit Rate-All Other Unintentional Injury,2541.4,N/A,N/A
Berrien,2021,Death Rate-Drug Overdoses,38.6,N/A,N/A
Putnam,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Quitman,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Floyd,2021,Age-Adjusted Death Rate-Drug Overdoses,37.2,N/A,N/A
Rabun,2021,Death Rate-Drug Overdoses,35.0,N/A,N/A
Richmond,2021,Death Rate-Drug Overdoses,37.4,N/A,N/A
Rockdale,2021,Death Rate-Drug Overdoses,25.5,N/A,N/A
Schley,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Barrow,2021,Death Rate-Drug Overdoses,25.4,N/A,N/A
Bartow,2021,Death Rate-Drug Overdoses,43.3,N/A,N/A
Haralson,2021,Age-Adjusted Death Rate-Drug Overdoses,18.1,N/A,N/A
Screven,2021,Death Rate-Drug Overdoses,49.6,N/A,N/A
Stephens,2021,Death Rate-Drug Overdoses,33.5,N/A,N/A
Randolph,2021,Death Rate-Drug Overdoses,0.0,N/A,N/A
Fayette,2021,Age-Adjusted Death Rate-Drug Overdoses,23.4,N/A,N/A
Houston,2021,Age-Adjusted Death Rate-Drug Overdoses,17.3,N/A,N/A
Talbot,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Tattnall,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Effingham,2021,Age-Adjusted Death Rate-Drug Overdoses,21.0,N/A,N/A
Elbert,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Gilmer,2021,Age-Adjusted Death Rate-Drug Overdoses,22.8,N/A,N/A
Franklin,2021,Age-Adjusted Death Rate-Drug Overdoses,42.4,N/A,N/A
Hart,2021,Age-Adjusted Death Rate-Drug Overdoses,36.8,N/A,N/A
Johnson,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Fulton,2021,Age-Adjusted Death Rate-Drug Overdoses,22.4,N/A,N/A
Decatur,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
DeKalb,2021,Age-Adjusted Death Rate-Drug Overdoses,20.7,N/A,N/A
Jackson,2021,Age-Adjusted Death Rate-Drug Overdoses,26.9,N/A,N/A
Dodge,2021,Age-Adjusted Death Rate-Drug Overdoses,49.5,N/A,N/A
Dougherty,2021,Age-Adjusted Death Rate-Drug Overdoses,29.6,N/A,N/A
Douglas,2021,Age-Adjusted Death Rate-Drug Overdoses,16.6,N/A,N/A
Pulaski,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Glascock,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Harris,2021,Age-Adjusted Death Rate-Drug Overdoses,13.9,N/A,N/A
Early,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Echols,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Paulding,2021,Death Rate-Drug Overdoses,29.3,N/A,N/A
Dooly,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Irwin,2021,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Evans,2021,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Fannin,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Telfair,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Glynn,2021,Age-Adjusted Death Rate-Drug Overdoses,38.1,N/A,N/A
Pike,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Macon,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Oglethorpe,2021,Death Rate-Drug Overdoses,39.6,N/A,N/A
Worth,2021,Death Rate-Drug Overdoses,24.3,N/A,N/A
Atkinson,2021,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Bacon,2021,Age-Adjusted Death Rate-All Opioids,56.0,N/A,N/A
Taylor,2021,Death Rate-Drug Overdoses,0.0,N/A,N/A
Baker,2021,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Banks,2021,Age-Adjusted Death Rate-All Opioids,31.6,N/A,N/A
Barrow,2021,Age-Adjusted Death Rate-All Opioids,19.9,N/A,N/A
Wilkinson,2021,Death Rate-Drug Overdoses,56.6,N/A,N/A
Bartow,2021,Age-Adjusted Death Rate-All Opioids,32.3,N/A,N/A
Appling,2021,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Oconee,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Muscogee,2021,Death Rate-Drug Overdoses,20.9,N/A,N/A
Brantley,2021,Age-Adjusted Death Rate-All Opioids,31.0,N/A,N/A
Baldwin,2021,Age-Adjusted Death Rate-All Opioids,N/A,N/A,N/A
Pickens,2021,Death Rate-Drug Overdoses,38.2,N/A,N/A
Newton,2021,Death Rate-Drug Overdoses,19.9,N/A,N/A
Wilkes,2021,Death Rate-Drug Overdoses,0.0,N/A,N/A
Berrien,2021,Age-Adjusted Death Rate-All Opioids,35.6,N/A,N/A
Thomas,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Terrell,2021,Death Rate-Drug Overdoses,0.0,N/A,N/A
Peach,2021,Death Rate-Drug Overdoses,31.7,N/A,N/A
Madison,2021,Death Rate-Drug Overdoses,38.9,N/A,N/A
Marion,2021,Death Rate-Drug Overdoses,67.2,N/A,N/A
Meriwether,2021,Death Rate-Drug Overdoses,28.9,N/A,N/A
Miller,2021,Death Rate-Drug Overdoses,0.0,N/A,N/A
Mitchell,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Monroe,2021,Death Rate-Drug Overdoses,24.4,N/A,N/A
Montgomery,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Morgan,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Murray,2021,Death Rate-Drug Overdoses,25.0,N/A,N/A
Spalding,2021,Death Rate-Drug Overdoses,29.5,N/A,N/A
Hancock,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Sumter,2021,Death Rate-Drug Overdoses,17.1,N/A,N/A
Bleckley,2021,Age-Adjusted Death Rate-All Opioids,0.0,N/A,N/A
Stewart,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Taliaferro,2021,Death Rate-Drug Overdoses,0.0,N/A,N/A
Henry,2021,Age-Adjusted Death Rate-Drug Overdoses,16.3,N/A,N/A
Polk,2021,Death Rate-Drug Overdoses,52.9,N/A,N/A
Marion,2021,ER Visit Rate-Falls,1733.9,N/A,N/A
Seminole,2021,Death Rate-Drug Overdoses,N/A,N/A,N/A
Pierce,2021,Death Rate-Drug Overdoses,40.0,N/A,N/A
Jefferson,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Jasper,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Heard,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Towns,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Treutlen,2021,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Troup,2021,Age-Adjusted Death Rate-Drug Overdoses,28.3,N/A,N/A
Taylor,2021,Age-Adjusted Death Rate-Drug Overdoses,0.0,N/A,N/A
Turner,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Upson,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
Banks,2021,Death Rate-Drug Overdoses,37.7,N/A,N/A
Jones,2021,Age-Adjusted Death Rate-Drug Overdoses,27.9,N/A,N/A
Tift,2021,Age-Adjusted Death Rate-Drug Overdoses,38.4,N/A,N/A
Toombs,2021,Age-Adjusted Death Rate-Drug Overdoses,N/A,N/A,N/A
