County,Feature,Coefficient,Value
Forsyth,ER Visit Rate-Falls,a,9607177.322845077
Forsyth,ER Visit Rate-Falls,b,-9460.483766345882
Forsyth,ER Visit Rate-Falls,c,2.3292207792474073
Franklin,ER Visit Rate-Falls,a,-25369794.390046902
Franklin,ER Visit Rate-Falls,b,25253.97059487905
Franklin,ER Visit Rate-Falls,c,-6.2838661377027165
Fulton,ER Visit Rate-Falls,a,21494604.72018935
Fulton,ER Visit Rate-Falls,b,-21244.221107094803
Fulton,ER Visit Rate-Falls,c,5.249425575217174
Gilmer,ER Visit Rate-Falls,a,-25188386.752493463
Gilmer,ER Visit Rate-Falls,b,25097.224727407567
Gilmer,ER Visit Rate-Falls,c,-6.250599401129875
Glascock,ER Visit Rate-Falls,a,-199410.61572997816
Glascock,ER Visit Rate-Falls,b,238.1674129635461
Glascock,ER Visit Rate-Falls,c,-0.0684565447883756
Glynn,ER Visit Rate-Falls,a,-20815352.299824778
Glynn,ER Visit Rate-Falls,b,20690.453273814353
Glynn,ER Visit Rate-Falls,c,-5.141033966552641
Gordon,ER Visit Rate-Falls,a,3435143.808153741
Gordon,ER Visit Rate-Falls,b,-3325.791258853093
Gordon,ER Visit Rate-Falls,c,0.8052447552727244
Grady,ER Visit Rate-Falls,a,-131203559.54682198
Grady,ER Visit Rate-Falls,b,130130.18667957591
Grady,ER Visit Rate-Falls,c,-32.26568431970372
Greene,ER Visit Rate-Falls,a,-100059582.56803787
Greene,ER Visit Rate-Falls,b,99223.21795171876
Greene,ER Visit Rate-Falls,c,-24.59765235253144
Gwinnett,ER Visit Rate-Falls,a,253722.97843192916
Gwinnett,ER Visit Rate-Falls,b,-191.09909996815097
Gwinnett,ER Visit Rate-Falls,c,0.03266733243651743
Habersham,ER Visit Rate-Falls,a,-21000770.63753287
Habersham,ER Visit Rate-Falls,b,20898.70307916681
Habersham,ER Visit Rate-Falls,c,-5.198526475323888
Hall,ER Visit Rate-Falls,a,-107273503.54313779
Hall,ER Visit Rate-Falls,b,106354.71640003654
Hall,ER Visit Rate-Falls,c,-26.36043956450885
Hancock,ER Visit Rate-Falls,a,-56563633.44971768
Hancock,ER Visit Rate-Falls,b,56047.22108315673
Hancock,ER Visit Rate-Falls,c,-13.883316684368765
Haralson,ER Visit Rate-Falls,a,-24698930.208699323
Haralson,ER Visit Rate-Falls,b,24669.984220258368
Haralson,ER Visit Rate-Falls,c,-6.159040960152197
Harris,ER Visit Rate-Falls,a,-30403492.588232506
Harris,ER Visit Rate-Falls,b,30144.215440233438
Harris,ER Visit Rate-Falls,c,-7.471378622783959
Hart,ER Visit Rate-Falls,a,34662282.837057106
Hart,ER Visit Rate-Falls,b,-34350.942820206656
Hart,ER Visit Rate-Falls,c,8.511013983050361
Heard,ER Visit Rate-Falls,a,-57683692.02114191
Heard,ER Visit Rate-Falls,b,57334.84201820587
Heard,ER Visit Rate-Falls,c,-14.246203798735223
Henry,ER Visit Rate-Falls,a,17559873.757712103
Henry,ER Visit Rate-Falls,b,-17326.938112966927
Henry,ER Visit Rate-Falls,c,4.274475524747686
Houston,ER Visit Rate-Falls,a,-15691262.25421143
Houston,ER Visit Rate-Falls,b,15607.940914311026
Houston,ER Visit Rate-Falls,c,-3.8807692320642673
Irwin,ER Visit Rate-Falls,a,-2273393.9057352734
Irwin,ER Visit Rate-Falls,b,2275.667435828667
Irwin,ER Visit Rate-Falls,c,-0.5688311696399069
Jackson,ER Visit Rate-Falls,a,-84620824.78435388
Jackson,ER Visit Rate-Falls,b,84016.6899202509
Jackson,ER Visit Rate-Falls,c,-20.853546456070035
Jasper,ER Visit Rate-Falls,a,-17112613.90602039
Jasper,ER Visit Rate-Falls,b,17051.48177004369
Jasper,ER Visit Rate-Falls,c,-4.24680319725303
Jefferson,ER Visit Rate-Falls,a,-12932142.00629299
Jefferson,ER Visit Rate-Falls,b,12818.278266699228
Jefferson,ER Visit Rate-Falls,c,-3.1757992057464435
Jenkins,ER Visit Rate-Falls,a,4444463.37773144
Jenkins,ER Visit Rate-Falls,b,-4436.525223494837
Jenkins,ER Visit Rate-Falls,c,1.1077422574244338
Johnson,ER Visit Rate-Falls,a,-59101535.74563279
Johnson,ER Visit Rate-Falls,b,58595.684802748314
Johnson,ER Visit Rate-Falls,c,-14.522902101023647
Jones,ER Visit Rate-Falls,a,-57850232.41951418
Jones,ER Visit Rate-Falls,b,57387.997236909534
Jones,ER Visit Rate-Falls,c,-14.231843159112032
Lamar,ER Visit Rate-Falls,a,-23978903.952031102
Lamar,ER Visit Rate-Falls,b,23851.060341673325
Lamar,ER Visit Rate-Falls,c,-5.930269730768487
Lanier,ER Visit Rate-Falls,a,-17971865.18187153
Lanier,ER Visit Rate-Falls,b,17767.91775366812
Lanier,ER Visit Rate-Falls,c,-4.3908341649512295
Laurens,ER Visit Rate-Falls,a,-41921807.01468889
Laurens,ER Visit Rate-Falls,b,41593.18741643463
Laurens,ER Visit Rate-Falls,c,-10.316083917045034
Lee,ER Visit Rate-Falls,a,16340135.905945186
Lee,ER Visit Rate-Falls,b,-16100.775850712289
Lee,ER Visit Rate-Falls,c,3.966408591795698
Liberty,ER Visit Rate-Falls,a,-31589875.501630094
Liberty,ER Visit Rate-Falls,b,31372.376453119046
Liberty,ER Visit Rate-Falls,c,-7.788686314819643
Lincoln,ER Visit Rate-Falls,a,-37949693.63323664
Lincoln,ER Visit Rate-Falls,b,37655.13838817414
Lincoln,ER Visit Rate-Falls,c,-9.34013486551703
Long,ER Visit Rate-Falls,a,-3687387.853625502
Long,ER Visit Rate-Falls,b,3693.340737686965
Long,ER Visit Rate-Falls,c,-0.9243007001487058
Lowndes,ER Visit Rate-Falls,a,43592113.04200216
Lowndes,ER Visit Rate-Falls,b,-43174.46119617611
Lowndes,ER Visit Rate-Falls,c,10.69055944239517
Lumpkin,ER Visit Rate-Falls,a,-3617589.5674731424
Lumpkin,ER Visit Rate-Falls,b,3647.9292696814628
Lumpkin,ER Visit Rate-Falls,c,-0.9187812185218718
Macon,ER Visit Rate-Falls,a,68687162.15316081
Macon,ER Visit Rate-Falls,b,-68088.1309529214
Macon,ER Visit Rate-Falls,c,16.87395105115138
Madison,ER Visit Rate-Falls,a,-15829572.642463699
Madison,ER Visit Rate-Falls,b,15753.547183700006
Madison,ER Visit Rate-Falls,c,-3.918856145313839
Marion,ER Visit Rate-Falls,a,-18564741.61951101
Marion,ER Visit Rate-Falls,b,18376.648603074744
Marion,ER Visit Rate-Falls,c,-4.547202797621139
McDuffie,ER Visit Rate-Falls,a,-82389113.23185699
McDuffie,ER Visit Rate-Falls,b,81772.91264993188
McDuffie,ER Visit Rate-Falls,c,-20.289560442688526
McIntosh,ER Visit Rate-Falls,a,14653550.638895137
McIntosh,ER Visit Rate-Falls,b,-14523.822282667426
McIntosh,ER Visit Rate-Falls,c,3.5992008004286618
Meriwether,ER Visit Rate-Falls,a,-58512785.609941944
Meriwether,ER Visit Rate-Falls,b,58099.246877419486
Meriwether,ER Visit Rate-Falls,c,-14.421353646182979
Miller,ER Visit Rate-Falls,a,74050597.50905529
Miller,ER Visit Rate-Falls,b,-73325.86674330552
Miller,ER Visit Rate-Falls,c,18.152747255240683
Mitchell,ER Visit Rate-Falls,a,-99838198.0254719
Mitchell,ER Visit Rate-Falls,b,98913.01085230688
Mitchell,ER Visit Rate-Falls,c,-24.498251751516364
Monroe,ER Visit Rate-Falls,a,-55056201.74095088
Monroe,ER Visit Rate-Falls,b,54561.69664383773
Monroe,ER Visit Rate-Falls,c,-13.517257746090763
Montgomery,ER Visit Rate-Falls,a,63406961.51465789
Montgomery,ER Visit Rate-Falls,b,-62834.155962077515
Montgomery,ER Visit Rate-Falls,c,15.567132871605281
Morgan,ER Visit Rate-Falls,a,-21738474.71069966
Morgan,ER Visit Rate-Falls,b,21624.618289220758
Morgan,ER Visit Rate-Falls,c,-5.377022978886089
Murray,ER Visit Rate-Falls,a,-5356912.50048917
Murray,ER Visit Rate-Falls,b,5375.073235582532
Murray,ER Visit Rate-Falls,c,-1.3473526495372425
Muscogee,ER Visit Rate-Falls,a,-49198557.625900276
Muscogee,ER Visit Rate-Falls,b,48774.132579952784
Muscogee,ER Visit Rate-Falls,c,-12.087812190919067
Newton,ER Visit Rate-Falls,a,-19799437.71649475
Newton,ER Visit Rate-Falls,b,19710.309315223607
Newton,ER Visit Rate-Falls,c,-4.904770229655696
Oconee,ER Visit Rate-Falls,a,-1809557.641081162
Oconee,ER Visit Rate-Falls,b,1829.5231046697654
Oconee,ER Visit Rate-Falls,c,-0.461913087600351
Oglethorpe,ER Visit Rate-Falls,a,-48635948.2193841
Oglethorpe,ER Visit Rate-Falls,b,48246.62505758817
Oglethorpe,ER Visit Rate-Falls,c,-11.9645604414618
Paulding,ER Visit Rate-Falls,a,-29800273.005549025
Paulding,ER Visit Rate-Falls,b,29638.313116538804
Paulding,ER Visit Rate-Falls,c,-7.368706294862932
Peach,ER Visit Rate-Falls,a,-65374138.02153232
Peach,ER Visit Rate-Falls,b,64883.24101962423
Peach,ER Visit Rate-Falls,c,-16.098351650995028
Pickens,ER Visit Rate-Falls,a,-82536661.08959
Pickens,ER Visit Rate-Falls,b,81985.6991696588
Pickens,ER Visit Rate-Falls,c,-20.358591413256363
Pierce,ER Visit Rate-Falls,a,11644813.622245576
Pierce,ER Visit Rate-Falls,b,-11522.539862434593
Pierce,ER Visit Rate-Falls,c,2.8510489516174857
Pike,ER Visit Rate-Falls,a,-22806157.658949766
Pike,ER Visit Rate-Falls,b,22704.02687300246
Pike,ER Visit Rate-Falls,c,-5.6499500499230635
Polk,ER Visit Rate-Falls,a,51539341.33976525
Polk,ER Visit Rate-Falls,b,-50987.71236168638
Polk,ER Visit Rate-Falls,c,12.611313686080393
Pulaski,ER Visit Rate-Falls,a,-12900313.507214418
Pulaski,ER Visit Rate-Falls,b,12764.967960207245
Pulaski,ER Visit Rate-Falls,c,-3.15711788290173
Putnam,ER Visit Rate-Falls,a,-48903025.46545803
Putnam,ER Visit Rate-Falls,b,48573.042637858554
Putnam,ER Visit Rate-Falls,c,-12.060464536836662
Quitman,ER Visit Rate-Falls,a,14516538.987605548
Quitman,ER Visit Rate-Falls,b,-14380.969331213046
Quitman,ER Visit Rate-Falls,c,3.5617194546812243
Rabun,ER Visit Rate-Falls,a,36208421.68053515
Rabun,ER Visit Rate-Falls,b,-35927.89356556867
Rabun,ER Visit Rate-Falls,c,8.913136865397973
Randolph,ER Visit Rate-Falls,a,-79297660.92015819
Randolph,ER Visit Rate-Falls,b,78780.39929070981
Randolph,ER Visit Rate-Falls,c,-19.566058944779797
Richmond,ER Visit Rate-Falls,a,-14078187.387756495
Richmond,ER Visit Rate-Falls,b,14086.227346444064
Richmond,ER Visit Rate-Falls,c,-3.5228021975053707
Rockdale,ER Visit Rate-Falls,a,-50006002.27363281
Rockdale,ER Visit Rate-Falls,b,49654.82882519093
Rockdale,ER Visit Rate-Falls,c,-12.32602397701703
Schley,ER Visit Rate-Falls,a,48166521.74831478
Schley,ER Visit Rate-Falls,b,-47746.34966395869
Schley,ER Visit Rate-Falls,c,11.832867136246932
Screven,ER Visit Rate-Falls,a,-120837884.9183513
Screven,ER Visit Rate-Falls,b,119765.20830784764
Screven,ER Visit Rate-Falls,c,-29.674725278731785
Seminole,ER Visit Rate-Falls,a,-56957396.15465517
Seminole,ER Visit Rate-Falls,b,56475.73311943646
Seminole,ER Visit Rate-Falls,c,-13.998851149488473
Spalding,ER Visit Rate-Falls,a,-23226706.664448164
Spalding,ER Visit Rate-Falls,b,23131.359366973375
Spalding,ER Visit Rate-Falls,c,-5.758316683652083
Stephens,ER Visit Rate-Falls,a,-37206331.08331378
Stephens,ER Visit Rate-Falls,b,36930.559110788185
Stephens,ER Visit Rate-Falls,c,-9.163286718219751
Stewart,ER Visit Rate-Falls,a,53883104.27679372
Stewart,ER Visit Rate-Falls,b,-53397.42829122814
Stewart,ER Visit Rate-Falls,c,13.229345652995107
Sumter,ER Visit Rate-Falls,a,8493664.796814691
Sumter,ER Visit Rate-Falls,b,-8360.870586668083
Sumter,ER Visit Rate-Falls,c,2.057992009789814
Talbot,ER Visit Rate-Falls,a,-76878532.32283762
Talbot,ER Visit Rate-Falls,b,76234.91221725482
Talbot,ER Visit Rate-Falls,c,-18.898576424689963
Taliaferro,ER Visit Rate-Falls,a,-16850492.46487267
Taliaferro,ER Visit Rate-Falls,b,16663.32195270789
Taliaferro,ER Visit Rate-Falls,c,-4.118806193720957
Tattnall,ER Visit Rate-Falls,a,20307291.271014284
Tattnall,ER Visit Rate-Falls,b,-20232.15347555256
Tattnall,ER Visit Rate-Falls,c,5.03983516583321
Taylor,ER Visit Rate-Falls,a,1290669.39504026
Taylor,ER Visit Rate-Falls,b,-1265.0252725810608
Taylor,ER Visit Rate-Falls,c,0.31058941005790075
Telfair,ER Visit Rate-Falls,a,18899420.793292474
Telfair,ER Visit Rate-Falls,b,-18754.99536152218
Telfair,ER Visit Rate-Falls,c,4.653396605102898
Terrell,ER Visit Rate-Falls,a,15953550.036472335
Terrell,ER Visit Rate-Falls,b,-15751.657591474084
Terrell,ER Visit Rate-Falls,c,3.888361638129936
Thomas,ER Visit Rate-Falls,a,-53383606.2729835
Thomas,ER Visit Rate-Falls,b,52976.171738236815
Thomas,ER Visit Rate-Falls,c,-13.142357644828735
Tift,ER Visit Rate-Falls,a,94123815.2123132
Tift,ER Visit Rate-Falls,b,-93256.0656231937
Tift,ER Visit Rate-Falls,c,23.099525477955467
Toombs,ER Visit Rate-Falls,a,34367111.9285226
Toombs,ER Visit Rate-Falls,b,-33998.50005846671
Toombs,ER Visit Rate-Falls,c,8.409140861251217
Towns,ER Visit Rate-Falls,a,-55203142.80241647
Towns,ER Visit Rate-Falls,b,54848.88649975484
Towns,ER Visit Rate-Falls,c,-13.6232018009905
Treutlen,ER Visit Rate-Falls,a,-25265906.605436604
Treutlen,ER Visit Rate-Falls,b,25069.173128126957
Treutlen,ER Visit Rate-Falls,c,-6.217882118198759
Troup,ER Visit Rate-Falls,a,-13684621.476345196
Troup,ER Visit Rate-Falls,b,13741.357767521245
Troup,ER Visit Rate-Falls,c,-3.4483266733968776
Turner,ER Visit Rate-Falls,a,-1682622.9692429502
Turner,ER Visit Rate-Falls,b,1788.227987478259
Turner,ER Visit Rate-Falls,c,-0.4724025950408759
Twiggs,ER Visit Rate-Falls,a,-61732382.94539487
Twiggs,ER Visit Rate-Falls,b,61300.70717937469
Twiggs,ER Visit Rate-Falls,c,-15.2173076951658
Union,ER Visit Rate-Falls,a,-62129948.54579997
Union,ER Visit Rate-Falls,b,61700.73550178915
Union,ER Visit Rate-Falls,c,-15.317657345694897
Upson,ER Visit Rate-Falls,a,-65420396.8544868
Upson,ER Visit Rate-Falls,b,64991.160396136205
Upson,ER Visit Rate-Falls,c,-16.140109891726752
Walker,ER Visit Rate-Falls,a,49309723.55237461
Walker,ER Visit Rate-Falls,b,-48804.0929680972
Walker,ER Visit Rate-Falls,c,12.076173828922038
Walton,ER Visit Rate-Falls,a,-51064942.63879204
Walton,ER Visit Rate-Falls,b,50739.27834580352
Walton,ER Visit Rate-Falls,c,-12.603171827970073
Ware,ER Visit Rate-Falls,a,-12078413.975267572
Ware,ER Visit Rate-Falls,b,12042.564114626406
Ware,ER Visit Rate-Falls,c,-3.0008241767518484
Warren,ER Visit Rate-Falls,a,-56297950.81848435
Warren,ER Visit Rate-Falls,b,55838.89453510871
Warren,ER Visit Rate-Falls,c,-13.845229771381128
Washington,ER Visit Rate-Falls,a,-100295007.82932504
Washington,ER Visit Rate-Falls,b,99395.53975622698
Washington,ER Visit Rate-Falls,c,-24.62539960560389
Wayne,ER Visit Rate-Falls,a,-49692956.22048788
Wayne,ER Visit Rate-Falls,b,49307.72460844192
Wayne,ER Visit Rate-Falls,c,-12.230544457546785
Webster,ER Visit Rate-Falls,a,-11166738.551453581
Webster,ER Visit Rate-Falls,b,11027.722184808425
Webster,ER Visit Rate-Falls,c,-2.722177823909078
Wheeler,ER Visit Rate-Falls,a,23751575.419109035
Wheeler,ER Visit Rate-Falls,b,-23560.678922701085
Wheeler,ER Visit Rate-Falls,c,5.843256743661186
White,ER Visit Rate-Falls,a,-25702652.448745783
White,ER Visit Rate-Falls,b,25549.30874418981
White,ER Visit Rate-Falls,c,-6.348601399331528
Whitfield,ER Visit Rate-Falls,a,-48198171.15209072
Whitfield,ER Visit Rate-Falls,b,47907.70969518003
Whitfield,ER Visit Rate-Falls,c,-11.904095905309077
Wilcox,ER Visit Rate-Falls,a,-34717518.57765873
Wilcox,ER Visit Rate-Falls,b,34434.11975545608
Wilcox,ER Visit Rate-Falls,c,-8.537587412640278
Wilkes,ER Visit Rate-Falls,a,-39017758.78026457
Wilkes,ER Visit Rate-Falls,b,38802.555775161425
Wilkes,ER Visit Rate-Falls,c,-9.646328672803065
Wilkinson,ER Visit Rate-Falls,a,33181477.88757891
Wilkinson,ER Visit Rate-Falls,b,-32848.4008548722
Wilkinson,ER Visit Rate-Falls,c,8.130219781640335
Worth,ER Visit Rate-Falls,a,-19059527.347798254
Worth,ER Visit Rate-Falls,b,18947.55999892827
Worth,ER Visit Rate-Falls,c,-4.708241760454257
Appling,Injury Death Rate,a,5544037.701637677
Appling,Injury Death Rate,b,-5492.183370453025
Appling,Injury Death Rate,c,1.3602230491442242
Atkinson,Injury Death Rate,a,-4927865.286560792
Atkinson,Injury Death Rate,b,4880.558284246542
Atkinson,Injury Death Rate,c,-1.2083997648132936
Bacon,Injury Death Rate,a,1332608.4562487884
Bacon,Injury Death Rate,b,-1316.8295125636007
Bacon,Injury Death Rate,c,0.3253291441449164
Baker,Injury Death Rate,a,-2331748.984137499
Baker,Injury Death Rate,b,2298.372831687572
Baker,Injury Death Rate,c,-0.5663378008143809
Baldwin,Injury Death Rate,a,-1018468.2125668939
Baldwin,Injury Death Rate,b,1005.8255402997264
Baldwin,Injury Death Rate,c,-0.24831676773067102
Banks,Injury Death Rate,a,890012.8375583179
Banks,Injury Death Rate,b,-882.4969331532843
Banks,Injury Death Rate,c,0.2187809149650093
Barrow,Injury Death Rate,a,2493827.7529543936
Barrow,Injury Death Rate,b,-2471.378820010732
Barrow,Injury Death Rate,c,0.6122987355815894
Bartow,Injury Death Rate,a,443233.5782521163
Bartow,Injury Death Rate,b,-440.80319184921933
Bartow,Injury Death Rate,c,0.10961336995040938
Ben Hill,Injury Death Rate,a,3657370.48351294
Ben Hill,Injury Death Rate,b,-3627.1711212777254
Ben Hill,Injury Death Rate,c,0.8993198524867694
Berrien,Injury Death Rate,a,3587583.7729713297
Berrien,Injury Death Rate,b,-3557.0786835976896
Berrien,Injury Death Rate,c,0.8817239301683912
Bibb,Injury Death Rate,a,1535695.4056520788
Bibb,Injury Death Rate,b,-1523.2902460631342
Bibb,Injury Death Rate,c,0.3777640125013022
Bleckley,Injury Death Rate,a,1617979.786235754
Bleckley,Injury Death Rate,b,-1602.365655765287
Bleckley,Injury Death Rate,c,0.3967429731540051
Brantley,Injury Death Rate,a,2552224.4841360115
Brantley,Injury Death Rate,b,-2529.8869342414987
Brantley,Injury Death Rate,c,0.6269578472711146
Brooks,Injury Death Rate,a,685745.9482139653
Brooks,Injury Death Rate,b,-681.4589566740098
Brooks,Injury Death Rate,c,0.16931539656025052
Bryan,Injury Death Rate,a,897639.1893983401
Bryan,Injury Death Rate,b,-892.1105364782196
Bryan,Injury Death Rate,c,0.22166709966518283
Bulloch,Injury Death Rate,a,556379.1348752389
Bulloch,Injury Death Rate,b,-551.599582825312
Bulloch,Injury Death Rate,c,0.13672804353518586
Burke,Injury Death Rate,a,345390.1124347746
Burke,Injury Death Rate,b,-344.03351447013466
Burke,Injury Death Rate,c,0.08569235605534686
Butts,Injury Death Rate,a,123596.75815037191
Butts,Injury Death Rate,b,-125.02034503800517
Butts,Injury Death Rate,c,0.03162673891937118
Calhoun,Injury Death Rate,a,2124985.8201864297
Calhoun,Injury Death Rate,b,-2108.9118033389777
Calhoun,Injury Death Rate,c,0.5232512690986368
Camden,Injury Death Rate,a,462136.6229480851
Camden,Injury Death Rate,b,-458.15949614629085
Camden,Injury Death Rate,c,0.11356787879338981
Candler,Injury Death Rate,a,-1211085.7771043587
Candler,Injury Death Rate,b,1197.2411661251256
Candler,Injury Death Rate,c,-0.29586610587807627
Carroll,Injury Death Rate,a,488395.19816571026
Carroll,Injury Death Rate,b,-485.6174418592999
Carroll,Injury Death Rate,c,0.12073160398608707
Catoosa,Injury Death Rate,a,-1694482.6479829475
Catoosa,Injury Death Rate,b,1676.8465024946581
Catoosa,Injury Death Rate,c,-0.41483028316019954
Charlton,Injury Death Rate,a,279188.9618938993
Charlton,Injury Death Rate,b,-279.9294759149351
Charlton,Injury Death Rate,c,0.07017683224819393
Chatham,Injury Death Rate,a,242590.22358015354
Chatham,Injury Death Rate,b,-241.72820570047338
Chatham,Injury Death Rate,c,0.060233043385892415
Chattahoochee,Injury Death Rate,a,3438999.8265319034
Chattahoochee,Injury Death Rate,b,-3408.011075147972
Chattahoochee,Injury Death Rate,c,0.8443340571889166
Chattooga,Injury Death Rate,a,1846281.9753589756
Chattooga,Injury Death Rate,b,-1831.3726827002583
Chattooga,Injury Death Rate,c,0.4541683042000386
